category_large,category_medium,category_small,class,data_id,name,price
소스,소스류,상온드레싱,00050700014,334,CJ제일제당)마카다미아&캐슈넛드레싱105G,1000
소스,식용유,참기름/들기름,00050700015,335,CJ제일제당)참기름고소함가득430ML,1000
소스,식용유,참기름/들기름,00050700016,336,CJ제일제당)진한참기름500ML,1000
소스,장류,된장,00050700017,337,CJ제일제당)명품집된장450G,1000
소스,설탕류,갈색설탕,00050700018,338,CJ갈색설탕1KG,1000
소스,식용유,참기름/들기름,00050700019,339,CJ밥이랑가쓰오김자반18G,1000
소스,설탕류,물엿/시럽,00050700020,340,CJ요리올리고당700G,1000
소스,소스류,고기양념장,00050700021,341,CJ 백설뚝배기불고기양념 150G,1000
소스,분말조미료,가공조미료,00050700022,342,CJ)다시다쇠고기12T96G,1000
소스,소스류,양념소스,00050700023,343,CJ 백설남해바다굴소스 500G,1000
소스,분말조미료,가공조미료,00050700024,344,CJ다시다쇠고기100G,1000
소스,액상조미료,맛술,00050700025,345,CJ 백설맛술로즈마리 800ML,1000
상온HMR,액상조미료,식초,00050700037,346,CJ 백설자연발효파인애플식초 500ML,1000
상온HMR,분말조미료,가공조미료,00050700044,347,CJ다시다골드쇠고기250G,1000
상온HMR,액상조미료,식초,00050700051,348,CJ 현미식초,1000
상온HMR,식용유,기타식용유,00050700057,349,CJ 바삭한요리유,1000
상온HMR,식용유,참기름/들기름,00050700062,350,CJ백설100%통들깨들기름,1000
상온HMR,소스류,향미유,00050700066,351,CJ 마늘생강기름,1000
상온HMR,분말조미료,가공조미료,00050700069,352,다시다국내산멸치골드100G,1000
음료,차음료,일반차음료,00050900001,353,CJ)새싹보리410ML,1000
음료,기능성음료,숙취해소음료,00050900002,354,CJ컨디션헛개100ML,1000
음료,탄산수,플레인탄산수,00050900003,355,CJ헛개수340ML,1000
음료,과채음료,과채혼합음료,00050900004,356,CJ인삼한뿌리120ML,1000
음료,차음료,일반차음료,00050900005,357,CJ)히비스커스블렌딩티340ML,1000
의약외품,건강보조식품,비타민/미네랄,00051000001,358,CJ 리턴업 비타민 뼈건강케어 84G,1000
의약외품,건강보조식품,비타민/미네랄,00051000002,359,CJ 리턴업 비타민 40 84G,1000
의약외품,건강보조식품,비타민/미네랄,00051000003,360,CJ 리턴업 비타민 베이직 84G,1000
의약외품,건강보조식품,비타민/미네랄,00051000004,361,CJ 리턴업 비타민 에너지케어 84G,1000
커피차,액상차,과실절임차,00051300001,362,CJ백설리얼매실청310ML,1000
커피차,액상차,생강차,00051300002,363,CJ백설리얼생강청310ML,1000
커피차,액상차,과실절임차,00051300003,364,CJ백설리얼오미자청310ML,1000
커피차,분말차,녹차,00051300004,365,CJ투썸그린티파우더,1000
커피차,분말차,기타,00051300005,366,CJ투썸요거트파우더,1000
소스,액상조미료,액젓,00060700001,367,CJ하선정멸치액젖,1000
소스,액상조미료,액젓,00060700002,368,CJ하선정까나리액젓,1000
소스,액상조미료,액젓,00060700003,369,CJ하선정덧장명품액젓남해안멸치(푸름),1000
음료,차음료,전통차음료,00070900001,370,CJ컨디션레이디100ML,1000
소스,소스류,양념소스,00080700001,371,DEVELEY핫도그소스(파란색),1000
과자,캔디,젤리,00090100001,372,돌망고젤리,1000
과자,캔디,젤리,00090100002,373,돌화이트코코젤리,1000
상온HMR,과채음료,과일음료,00090500001,374,Dole 후룻볼 복숭아 4입 100%주스,1000
상온HMR,씨리얼,일반시리얼,00090500002,375,돌코리아 올라이트뮤즐리 5가지곡물과크랜베리 300G,1000
상온HMR,병통조림,과일병통조림,00090500003,376,돌 후룻바틀 파인애플 666G,1000
상온HMR,가공안주류,견과류,00090500004,377,돌코리아 올라이트뮤즐리 말린과일과아몬드 300G,1000
상온HMR,씨리얼,일반시리얼,00090500005,378,돌코리아)올라이트뮤즐리,1000
음료,과채음료,과일음료,00090900001,379,돌코리아 오렌지팝 496ML,1000
음료,과채음료,과일음료,00090900002,380,돌코리아 파인애플팝 496ML,1000
상온HMR,소스류,상온드레싱,00100500001,381,독일)게르킨렐리쉬머스타드350G,1000
음료,탄산음료,혼합탄산,00110900001,382,GS리테일스파클링요구르트350ML,1000
의약외품,위생용품,치약,00141000001,383,메디안치석케어93%120G,1000
의약외품,위생용품,치약,00151000001,384,46cm페리오오래가는민트,1000
과자,비스킷,크래커,00160100001,385,MAYORA커피죠이,1000
음료,과채음료,과일음료,00170900001,386,OKF)옐로우스무디350ml,1000
음료,과채음료,과일음료,00170900002,387,OKF)레드스무디350ML,1000
커피차,분말차,커피,00231300001,388,SweetHug)아메리카노30T,1000
커피차,분말차,커피,00231300002,389,SweetHug)모카커피믹스40T,1000
과자,비스킷,쿠키,00240100001,390,TIPO티포초코칩쿠키,1000
과자,비스킷,쿠키,00250100002,391,VENUS러쉬코코아크림쿠키다크,1000
커피차,분말차,허브차,00271300002,392,가고파힐링푸드)유기농레몬밤,1000
커피차,분말차,우엉차,00271300003,393,가고파힐링푸드)우엉차,1000
커피차,분말차,잎차,00271300004,394,가고파힐링푸드)유기농히비스커스,1000
커피차,분말차,허브차,00271300005,395,가고파힐링푸드)유기농페파민트,1000
커피차,분말차,허브차,00271300006,396,가고파힐링푸드)유기농루이보스,1000
커피차,액상차,기타,00271300007,397,가고파힐링푸드)도라지차,1000
커피차,액상차,과실절임차,00271300008,398,가고파힐링푸드)노니차,1000
커피차,액상차,과실절임차,00271300009,399,가고파힐링푸드)모과차,1000
커피차,액상차,과실절임차,00271300010,400,가고파힐링푸드)오미자차,1000
커피차,분말차,기타,00271300011,401,가고파힐링푸드)로즈힙,1000
커피차,분말차,잎차,00271300012,402,가고파힐링푸드)유기농라벤더,1000
커피차,분말차,기타,00271300013,403,가고파힐링푸드)영지버섯차,1000
커피차,분말차,홍차,00271300014,404,가고파힐링푸드)얼그레이홍차,1000
커피차,분말차,잎차,00271300015,405,가고파힐링푸드)새싹보리차,1000
커피차,분말차,아이스티,00271300016,406,가고파힐링푸드)레몬그라스,1000
커피차,액상차,과실절임차,00271300017,407,가고파힐링푸드2공장)힐링N팜블루베리즙10포,1000
소스,소금류,천일염,00310700001,408,가원)요리하다고운함초소금,1000
소스,소금류,천일염,00310700002,409,가원)초이스엘구운천일염허브맛솔트,1000
소스,소금류,천일염,00310700003,410,가원)요리하다고운천일염,1000
음료,기능성음료,기타기능성음료,00320900001,411,갈바니나 스파클링 레몬에이드 355ML,1000
음료,탄산음료,혼합탄산,00320900002,412,갈바니나 스파클링 레드오렌지에이드 355ML,1000
커피차,분말차,기타,00331300001,413,감로700)유기농달콤한어성초감로차10G,1000
커피차,분말차,기타,00331300002,414,감로700)유기농오리지날감로차3G,1000
커피차,분말차,기타,00331300003,415,감로700)유기농고소하고달콤한차10G,1000
주류,맥주,국내맥주,00341200001,416,강서마일드에일(캔)500ML,1000
음료,기능성음료,식이섬유음료,00350900001,417,동해고성해양심층수천년동안350ML,1000
소스,소금류,천일염,00380700001,418,개암죽염식품)소금대신죽염,1000
음료,커피음료,커피음료,00400900001,419,거창공장)아침에주스950ML,1000
음료,커피음료,커피음료,00410900002,420,건강마을)뽀로로홍삼쏙쏙오렌지,1000
음료,과채음료,채소음료,00410900003,421,건강마을)세리박스곤약젤리복숭아마시는곤약젤리,1000
음료,기능성음료,기타기능성음료,00410900004,422,건강마을)세리박스곤약젤리청포도마시는곤약젤리,1000
음료,기능성음료,스포츠음료,00430900001,423,건강한사람들)고려은단스파클링비타민C,1000
음료,과채음료,과일음료,00430900002,424,건강한사람들)과일사이다딸기키위,1000
과자,캔디,젤리,00440100001,425,건영푸드 망고코리아 300G,1000
과자,캔디,젤리,00440100002,426,건영푸드거봉코리아,1000
과자,스낵,밀가루스낵,00450100003,427,게메즈에낙,1000
과자,건강보조식품,비타민/미네랄,00470100001,428,경남제약레모나2G*10포,1000
과자,건채소,고구마,00480100002,429,경성 반건조첫사랑군고구마 65G,1000
주류,전통주,청주,00491200001,430,경주법주)경주법주,1000
주류,전통주,청주,00491200002,431,경주법주)화랑,1000
주류,전통주,청주,00491200003,432,경주법주화랑,1000
의약외품,구강용품,기타구강관리용품,00501000001,433,경주생약)입터진날엔9G,1000
과자,마른안주,어포류,00510100001,434,경진 꼬마꾸이맨50g,1000
음료,기능성음료,비타민/에너지음료,00520900001,435,고구려통상)가토멜론맛,1000
음료,차음료,일반차음료,00520900002,436,고구려통상)가토리치맛,1000
음료,과채음료,과일음료,00520900003,437,고구려통상)가토수박맛,1000
의약외품,건강보조식품,비타민/미네랄,00531000001,438,고려은단 쏠라C구미 복숭아맛 50G,1000
의약외품,건강보조식품,비타민/미네랄,00531000002,439,고려은단헬스케어)쏠라C정블루베리맛,1000
의약외품,건강보조식품,비타민/미네랄,00531000003,440,고려은단헬스케어)쏠라C정레몬맛,1000
의약외품,건강보조식품,비타민/미네랄,00531000004,441,고려은단헬스케어)쏠라C구미청포도맛50G,1000
의약외품,건강보조식품,비타민/미네랄,00531000005,442,고려은단헬스케어)쏠라C구미레몬맛50G,1000
주류,전통주,과실주,00541200001,443,고창서해안복분자 선운 330ML,1000
음료,차음료,일반차음료,00570900001,444,골든라이프텍)곡물가게궁자연주의건강함리얼호박차,1000
음료,차음료,일반차음료,00570900002,445,골든라이프텍)곡물가게궁자연주의건강함리얼팥차,1000
주류,맥주,수입맥주,00581200001,446,골든블루)칼스버그,1000
과자,캔디,소프트캔디,00600100001,447,광동)아폴로,1000
음료,두유,일반두유,00600900001,448,광동)알찬콩두유200ML,1000
음료,차음료,일반차음료,00600900002,449,광동)힘찬하루헛개차1L,1000
음료,기능성음료,한방음료,00600900003,450,광동)발효홍삼 100ml,1000
음료,차음료,일반차음료,00600900004,451,광동)홍삼꿀D100ML,1000
음료,생수,일반생수,00600900005,452,광동)제주삼다수,1000
과자,캔디,소프트캔디,00610100001,453,광동백성)아폴로36G,1000
과자,캔디,젤리,00620100001,454,비타500젤리48G,1000
음료,기능성음료,한방음료,00620900001,455,유어스광동어성초500ml,1000
음료,차음료,일반차음료,00620900002,456,광동)옥수수수염차500ML,1000
음료,차음료,일반차음료,00620900003,457,광동힘찬하루헛개차500ML,1000
음료,기능성음료,비타민/에너지음료,00620900004,458,광동)비타500(병)100ML,1000
음료,기능성음료,비타민/에너지음료,00620900005,459,광동)비타500(병)180ML,1000
음료,탄산음료,혼합탄산,00620900006,460,광동제약)비타500,1000
음료,과채음료,어린이음료,00620900007,461,광동제약 광동홍삼쌍화진100ML*10,1000
음료,기능성음료,한방음료,00620900008,462,광동제약 광동생강쌍화진100ML*10,1000
음료,과채음료,과일음료,00620900009,463,유어스)NEO키위스무디190ML,1000
음료,생수,일반생수,00620900010,464,광동우엉차500ml,1000
음료,과채음료,과일음료,00620900011,465,광동힘찬하루헛개차1.5L,1000
음료,과채음료,과일음료,00620900012,466,광동다복쌍화150ML,1000
음료,과채음료,과일음료,00620900013,467,광동제약)광동우롱차,1000
음료,탄산음료,혼합탄산,00620900015,468,광동)비타500스파클링(캔),1000
음료,커피음료,커피음료,00620900016,469,유어스)RYAN애플스무디190ML,1000
음료,탄산수,Flavor탄산수,00620900017,470,광동야관문야왕500ML,1000
음료,과채음료,과일음료,00620900018,471,광동탐라는제주감귤1.5L,1000
음료,과채음료,과일음료,00620900019,472,광동옥수수수염차1.5L,1000
음료,커피음료,커피음료,00620900020,473,광동탐라는제주감귤500ML,1000
음료,커피음료,커피음료,00620900021,474,광동칡맥170ML,1000
의약외품,기능성음료,기타기능성음료,00621000001,475,광동 위생천 박스 10병,1000
의약외품,기능성음료,비타민/에너지음료,00621000002,476,광동제약 비타500치어팩250ML,1000
의약외품,기능성음료,기타기능성음료,00621000003,477,광동제약위생천75ML,1000
커피차,분말차,잎차,00651300001,478,광일)모링가잎분말,1000
주류,맥주,국내맥주,00681200001,479,구미호피치에일(캔)500ML,1000
과자,캔디,소프트캔디,00690100001,480,구산글로벌)너즈수박향&체리향,1000
주류,전통주,청주,00711200001,481,국순당 예담차례주 700ML,1000
주류,전통주,막걸리,00711200002,482,국순당아이싱자몽,1000
주류,전통주,막걸리,00711200003,483,국순당)국순당막걸리쌀,1000
주류,전통주,청주,00711200004,484,국순당백세주95ML,1000
주류,전통주,과실주,00711200005,485,국순당명작복분자,1000
주류,전통주,막걸리,00711200006,486,국순당막걸리쌀6캔350ML*6,1000
주류,전통주,막걸리,00711200007,487,국순당)국순당막걸리쌀,1000
주류,소주,증류식소주,00711200008,488,국순당)려25증류소주,1000
주류,전통주,막걸리,00711200009,489,국순당옛날막걸리古,1000
주류,전통주,청주,00711200010,490,국순당백세주375ML,1000
과자,스낵,과일스낵,00730100002,491,(주)굿푸드 퓨어잇딸기엔치즈,1000
과자,스낵,과일스낵,00730100003,492,(주)굿푸드퓨어잇동결건조딸기칩,1000
과자,스낵,과일스낵,00730100004,493,(주)굿푸드 블루베리엔치즈,1000
과자,스낵,과일스낵,00730100005,494,(주)굿푸드 퓨어잇사과엔치즈,1000
커피차,분말차,기타,00741300001,495,궁파무역)건조맥주효모,1000
음료,기능성음료,비타민/에너지음료,00750900001,496,그래미여명808 140ML,1000
주류,맥주,무알콜맥주,00781200001,497,그롤쉬 넌 안콜릭 500ML,1000
의약외품,위생용품,핸드워시/손세정제,00811000001,498,그리니아)그리니아겔(에탄올)50ML,1000
의약외품,구강용품,치약,00881000001,499,그린원일자일덴트 상쾌한치약모과민트,1000
의약외품,유아용품,유아/아동용치약,00881000002,500,그린원일B&B 어린이치약플러스(오렌지맛),1000
면류,용기면,국물용기라면,00950300001,501,글로델 야끼소바컵라면 86G,1000
면류,용기면,국물용기라면,00950300002,502,글로델 하카타돈코츠컵라면 103G,1000
과자,비스킷,스틱과자,00960100001,503,글로리아비스코라지오초콜릿웨이퍼스틱,1000
음료,과채음료,어린이음료,00970900001,504,글로벌심층수)딥스그린,1000
음료,탄산음료,콜라,00970900002,505,글로벌심층수 해양심층수딥스그린 500ML,1000
음료,커피음료,커피음료,00990900001,506,금강B&F)칸타타아메리카노,1000
음료,과채음료,과일음료,00990900002,507,금강B&F)청춘전투자몽에꿀한스푼,1000
음료,탄산음료,혼합탄산,00990900003,508,금강B&F)청춘전투진저에레몬한방울,1000
음료,커피음료,커피음료,00990900004,509,금강B&F)청춘전투세상에없는캐모마일,1000
커피차,분말차,뿌리차,01011300001,510,금광약초 칡뿌리 160G,1000
커피차,분말차,뿌리차,01011300002,511,금광약초 엄나무 90G,1000
커피차,분말차,기타,01011300003,512,금광약초)신령스런기운영지버섯,1000
커피차,분말차,우엉차,01011300004,513,금광약초)매일마시는2리터의습관우엉차,1000
커피차,분말차,둥굴레차,01011300005,514,금광약초)매일마시는2리터의습관둥굴레차,1000
커피차,액상차,과실절임차,01011300006,515,금광약초)다섯가지아름다운맛오미자,1000
커피차,액상차,과실절임차,01011300007,516,금광약초)지친남성을위한산수유,1000
주류,소주,증류식소주,01021200001,517,금복주)소주왕금복주,1000
과자,비스킷,스틱과자,01030100002,518,금촌베이커리 맘스케어그리시니170G,1000
커피차,분말차,옥수수차,01051300001,519,기린농협)통옥수수차,1000
과자,껌류,기능성껌,01060100001,520,기준인터내셔날)알프스스트롱껌,1000
과자,스낵,밀가루스낵,01070100001,521,길림양행 카라멜솔티드 땅콩앤프레첼 190G,1000
과자,견과류,아몬드,01070100002,522,길림양행 와사비맛 아몬드 210G,1000
과자,견과류,아몬드,01070100003,523,길림양행 떡볶이맛 아몬드 210G,1000
과자,견과류,아몬드,01070100004,524,길림양행)별빛팡팡아몬드,1000
과자,스낵,밀가루스낵,01070100005,525,길림양행 카라멜 아몬드 앤 프레첼 210G,1000
과자,견과류,아몬드,01070100006,526,길림양행)제주말차아몬드190G,1000
과자,견과류,아몬드,01070100007,527,길림양행 마늘빵아몬드 210G,1000
과자,견과류,아몬드,01070100008,528,길림양행 흑당밀크티아몬드 190G,1000
과자,견과류,땅콩,01070100009,529,길림양횅 와사비맛땅콩 190G,1000
과자,견과류,땅콩,01070100010,530,길림양행군옥수수맛땅콩190G,1000
과자,견과류,땅콩,01070100011,531,길림양행허니버터땅콩190G,1000
과자,견과류,아몬드,01070100012,532,길림양행민트초코아몬드190G,1000
과자,견과류,아몬드,01070100013,533,길림양행청양마요아몬드,1000
과자,견과류,아몬드,01070100014,534,길림양행와사비맛아몬드,1000
과자,견과류,아몬드,01070100015,535,길림양행마늘빵아몬드,1000
과자,견과류,아몬드,01070100016,536,길림양행청양마요아몬드210G,1000
과자,견과류,아몬드,01070100017,537,길림양행인절미아몬드190G,1000
과자,견과류,아몬드,01070100018,538,길림양행토피넛라떼아몬드,1000
과자,견과류,아몬드,01070100019,539,길림양행)허니버터아몬드150G,1000
과자,견과류,아몬드,01070100020,540,(주)길림양행군옥수수맛아몬드,1000
과자,견과류,아몬드,01070100021,541,(주)길림양행 허니버터아몬드,1000
과자,견과류,아몬드,01070100022,542,(주)길림양행 불닭맛아몬드,1000
과자,견과류,아몬드,01070100023,543,(주)길림양행 쿠키앤크림아몬드,1000
과자,스낵,쌀스낵,01100100002,544,깃듬)처음먹는아이김스낵오리지널20G,1000
과자,스낵,쌀과자,01100100003,545,깃듬)처음먹는아이김스낵-양파맛20G,1000
과자,차류,과칠차,01120100001,546,꽃샘식품)블렌딩스틱유자&모과,1000
소스,차류,허브/꽃차,01120700001,547,꽃샘 피어나자스민레몬350G,1000
음료,과채음료,과일음료,01120900001,548,꽃샘식품)초이스허니세븐베리,1000
음료,과채음료,원액,01120900002,549,꽃샘식품)초이스허니라인레몬,1000
커피차,액상차,기타,01121300001,550,꽃샘 별난알맹이레몬 500G,1000
커피차,분말차,옥수수차,01121300002,551,꽃샘식품홈플러스옥수수수염차,1000
커피차,분말차,옥수수차,01121300003,552,꽃샘옥수수수염차20T,1000
커피차,분말차,잎차,01121300004,553,꽃샘 그라비올라차 40T 28G,1000
커피차,분말차,아이스티,01121300005,554,꽃샘 별난알맹이자몽 500G,1000
커피차,분말차,과실절임차,01121300006,555,꽃샘 피어나다 국화 유자,1000
커피차,분말차,녹차/현미녹차,01121300007,556,꽃샘현미녹차20T,1000
커피차,액상차,과실절임차,01121300008,557,꽃샘 별난알맹이한라봉 500G,1000
커피차,분말차,잎차,01121300009,558,꽃샘식품)보이차,1000
커피차,분말차,전통차,01121300010,559,꽃샘 대추차포션 30Gx15 450G,1000
커피차,분말차,기타,01121300011,560,꽃샘핑거루트추출분말15G,1000
커피차,분말차,메밀차,01121300012,561,꽃샘메밀차20T,1000
커피차,분말차,생강차,01121300013,562,꽃샘 THE생강차 15T 225G,1000
커피차,분말차,아이스티,01121300014,563,꽃샘식품립톤아이스티레몬&라임300G,1000
커피차,분말차,전통차,01121300015,564,꽃샘더대추차플러스15T,1000
커피차,분말차,기타,01121300016,565,꽃샘모링가추출분말10T,1000
커피차,분말차,기타,01121300017,566,꽃샘모링가40T,1000
커피차,분말차,과실절임차,01121300018,567,꽃샘꿀유자차포션15T,1000
커피차,분말차,기타,01121300019,568,꽃샘식품타트체리분말,1000
커피차,분말차,둥굴레차,01121300020,569,꽃샘둥굴레차20T,1000
커피차,분말차,보리차,01121300021,570,꽃샘보리차20T,1000
과자,비스킷,크래커,01130100001,571,끄레몽에프앤비 듀크솔티드미니크래커 150G,1000
커피차,분말차,커피,01141300001,572,(주)나무인터내셔널헤이즐넛향커피,1000
과자,캔디,토이캔디,01150100001,573,나무인터내셔널 오렌지모양 캔디박스 25G,1000
과자,캔디,사탕/캔디세트,01150100002,574,나무인터내셔널 락캔디 66G,1000
과자,캔디,토이캔디,01150100003,575,나무인터내셔널 시크릿쥬쥬립스틱캔디 40G,1000
과자,캔디,젤리,01150100004,576,나무인터내셔널 4D블록젤리 500G,1000
과자,캔디,토이캔디,01150100005,577,나무)수박모양캔디박스,1000
과자,캔디,하드캔디,01150100006,578,나무인터내셔널)도라에몽팝핑롤리팝딸기향(테이크아웃컵모양),1000
의약외품,위생용품,핸드워시/손세정제,01191000001,579,나투젠)포멀비 데일리 손소독청결제,1000
의약외품,위생용품,핸드워시/손세정제,01191000002,580,나투젠)포멀비 데일리손소독스프레이,1000
의약외품,위생용품,핸드워시/손세정제,01191000003,581,(주)나투젠'올'바른생활,1000
소스,분말조미료,가공조미료,01200700001,582,나팔꽃F&B김수미의국물의정석국물떡볶이분말,1000
소스,분말조미료,가공조미료,01200700002,583,나팔꽃F&B김수미의국물의정석닭볶음탕분말,1000
소스,분말조미료,가공조미료,01200700003,584,나팔꽃F&B김수미의국물의정석된장찌개분말,1000
소스,분말조미료,가공조미료,01200700004,585,나팔꽃F&B김수미의국물의정석소불고기분말,1000
주류,전통주,청주,01211200001,586,남경무역)양하대곡125ML,1000
음료,차음료,일반차음료,01220900001,587,남도농산 활력충만여주차 500ML,1000
주류,전통주,막걸리,01231200001,588,남도탁주)정고집옛날생동동주,1000
과자,스낵,밀가루스낵,01240100001,589,남양 우리아이처음먹는새우얌얌40G,1000
과자,스낵,감자스낵,01240100002,590,남양 우리아이처음먹는감자얌얌35G,1000
유제품,요구르트,떠먹는 요구르트,01240800001,591,남양유업 떠먹는 불가리스 생크림 요거트 85G,1000
유제품,우유,일반우유,01240800002,592,남양맛있는우유GT슈퍼밀크,1000
유제품,우유,일반우유,01240800003,593,남양맛있는우유GT,1000
유제품,요구르트,마시는 요구르트,01240800004,594,남양아인슈타인베이비,1000
유제품,우유,가공우유,01240800005,595,남양초코에몽250ML,1000
유제품,우유,가공우유,01240800006,596,남양)아이꼬야아기랑쌀이랑1.080ML,1000
유제품,우유,가공우유,01240800007,597,남양)아이꼬야아기랑쌀이랑180ML,1000
유제품,요구르트,마시는 요구르트,01240800008,598,남양이오트웬티즈,1000
유제품,우유,일반우유,01240800009,599,남양맛있는우유GT,1000
유제품,요구르트,떠먹는 요구르트,01240800010,600,남양유업)든든한끼바나나&곤약150G,1000
유제품,요구르트,떠먹는 요구르트,01240800011,601,남양유업)불가리스위쎈저지방150ML,1000
유제품,요구르트,떠먹는 요구르트,01240800012,602,남양유업)불가리스100%무첨가프리미엄플레인435G,1000
유제품,요구르트,떠먹는 요구르트,01240800013,603,남양유업)불가리스당무첨가리얼플레인435G,1000
유제품,우유,일반우유,01240800015,604,남양유업)아인슈타인천연DHA우유120ml,1000
유제품,요구르트,마시는 요구르트,01240800016,605,남양불가리스위쎈,1000
유제품,요구르트,떠먹는 요구르트,01240800017,606,남양)퍼먹는불가리스든든한끼호두&아몬드150G,1000
유제품,치즈,크림치즈,01240800018,607,남양유업)A급품격의파르미지아노A에이치즈플레인40G,1000
유제품,버터,무염버터,01240800019,608,남양유업)드빈치버터무가염450G,1000
유제품,치즈,크림치즈,01240800020,609,남양유업)에이치즈크림40G,1000
유제품,우유,가공우유,01240800021,610,남양아이꼬야한뼘더큰아기랑콩이랑1단계120ML,1000
유제품,치즈,체다치즈,01240800022,611,남양드빈치체다슬라이스,1000
유제품,우유,가공우유,01240800023,612,남양우유GT찐~하고달달한딸기,1000
유제품,우유,가공우유,01240800024,613,남양우유GT찐~하고달달한초코,1000
유제품,우유,일반우유,01240800025,614,남양백미당유기농네모우유,1000
유제품,우유,일반우유,01240800026,615,남양맛있는우유GT소화잘되는배안아픈우유,1000
유제품,우유,일반우유,01240800027,616,남양아인슈타인,1000
유제품,우유,일반우유,01240800028,617,남양맛있는우유GT,1000
유제품,요구르트,마시는 요구르트,01240800029,618,남양이오베이비80ML,1000
음료,과채음료,과일음료,01240900001,619,남양엣홈오렌지1.5L,1000
음료,과채음료,과일음료,01240900002,620,남양 채움오렌지 730ML,1000
음료,커피음료,커피음료,01240900003,621,남양프렌치카페로스터리블랙글레이즈드라떼,1000
음료,커피음료,커피음료,01240900004,622,남양루카스나인시그니처더블샷라떼,1000
음료,커피음료,커피음료,01240900005,623,남양루카스나인시그니처라떼,1000
음료,탄산음료,혼합탄산,01240900007,624,남양)츄파춥스오렌지345ML,1000
음료,냉장음료,코코넛워터,01240900008,625,남양에프엔비프리미엄토닉워터소닉300ML,1000
음료,과채음료,과채혼합음료,01240900009,626,남양 야채채움퍼플190ML,1000
음료,과채음료,과일음료,01240900010,627,남양유업)채움포도730ML,1000
음료,커피음료,커피음료,01240900011,628,남양 프렌치카페 마일드커피 175ML,1000
음료,커피음료,커피음료,01240900012,629,남양 프렌치카페 카라멜마끼아또 175ML,1000
음료,차음료,일반차음료,01240900013,630,남양 17차 레몬향 1.5L,1000
음료,차음료,일반차음료,01240900014,631,남양 17차 새싹보리 1.5L,1000
음료,과채음료,과일음료,01240900015,632,남양)야채체움녹황190ML,1000
음료,커피음료,커피음료,01240900016,633,남양유업)채움포도210ML,1000
음료,과채음료,과일음료,01240900017,634,남양유업)초코에몽180ML,1000
음료,우유,가공우유,01240900018,635,남양)채움오렌지210ML,1000
음료,과채음료,과일음료,01240900019,636,남양참옥수수수염차1.5L,1000
음료,커피음료,커피음료,01240900020,637,남양유업)프렌치카페로스터리에스프레소라떼250ML,1000
음료,커피음료,커피음료,01240900021,638,남양유업)루카스나인시그니처아메리카노250ML,1000
음료,우유,기능성우유,01240900022,639,남양채움포도,1000
음료,커피음료,커피음료,01240900023,640,남양)프렌치카페로스터리킬링샷아메리카노,1000
음료,과채음료,과일음료,01240900024,641,남양천연수2L,1000
커피차,분말차,기타,01241300001,642,남양몸이가벼워지는시간17차25T,1000
커피차,분말차,커피,01241300002,643,남양프렌치카페카페믹스50T,1000
커피차,분말차,커피,01241300003,644,남양_루카스나인바닐라라떼_10T 169G,1000
커피차,분말차,커피,01241300004,645,남양 루카스나인 더블샷라떼 149G,1000
커피차,분말차,코코아/핫초코,01241300006,646,남양유업_루카스나인그린티라떼10T_189G,1000
커피차,분말차,커피,01241300007,647,남양 프리미엄프렌치카페골드라벨 50T 535G,1000
커피차,분말차,커피,01241300008,648,남양 루카스나인돌체라떼 30T 507G,1000
커피차,분말차,커피,01241300009,649,남양_루카스나인라떼_10T 149G,1000
커피차,분말차,커피,01241300010,650,남양프렌치카페카페믹스20T,1000
커피차,분말차,밀크티,01241300011,651,남양루카스나인흑당밀크티10T,1000
주류,전통주,막걸리,01261200001,652,남한산성소주참살이꿀막걸리,1000
과자,스낵,쌀스낵,01280100001,653,내아이애 떡뻥 단호박 쌀과자 30G,1000
과자,스낵,쌀스낵,01280100002,654,내아이애 떡뻥 사과 쌀과자 30G,1000
과자,스낵,쌀스낵,01280100003,655,내아이애 떡뻥 고구마 쌀과자 30G,1000
과자,스낵,쌀스낵,01280100004,656,내아이애 떡뻥 연근 쌀과자 30G,1000
과자,스낵,쌀스낵,01280100005,657,내아이애 떡뻥 비트 쌀과자 30G,1000
커피차,분말차,허브차,01291300001,658,내추럴브릿지)레몬밤추출물분말,1000
과자,스낵,옥수수스낵,01320100001,659,네모스낵 매콤한 맛,1000
과자,스낵,밀가루스낵,01320100002,660,네모스낵 후라이드치킨맛,1000
커피차,분말차,커피,01331300001,661,네스카페 신선한모카믹스 20T 234G,1000
커피차,분말차,커피,01331300002,662,네스카페)수프리모아메리카노22G,1000
커피차,분말차,커피,01331300003,663,네스카페인도네시아수마트라10T,1000
커피차,분말차,커피,01331300004,664,네스카페우간다케냐10T,1000
커피차,분말차,커피,01331300005,665,네스카페오리진스콜롬비아10T,1000
커피차,분말차,커피,01331300006,666,네스카페 부드러운모카 50T,1000
커피차,분말차,커피,01331300007,667,네스카페오리진스알타리카,1000
과자,스낵,쿠키,01340100001,668,거버 바나나쿠키142G,1000
과자,레저취미,반려묘간식,01350100001,669,네슬레 프리스키파티믹스캘리포니아드리밍베이컨과칠면조맛60G,1000
커피차,분말차,코코아/핫초코,01351300001,670,네슬레)네슬레핫쵸코오리지날24G,1000
커피차,분말차,커피,01351300002,671,네슬레네스카페부드러운모카,1000
커피차,분말차,커피,01351300003,672,네슬레 네스카페 수프리모오리지널커피믹스 234G,1000
